Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-11-28,44.65,44.84,44.32,44.73,19084500.0,0.0,1.0,44.65,44.84,44.32,44.73,19084500.0
2017-11-29,44.85,45.09,43.77,43.95,26246867.0,0.0,1.0,44.85,45.09,43.77,43.95,26246867.0
2017-11-30,44.36,45.2,44.33,44.84,32735416.0,0.0,1.0,44.36,45.2,44.33,44.84,32735416.0
2017-12-01,44.73,44.84,43.53,44.68,26393385.0,0.0,1.0,44.73,44.84,43.53,44.68,26393385.0
2017-12-04,45.02,45.3,44.33,44.49,26829460.0,0.0,1.0,45.02,45.3,44.33,44.49,26829460.0
2017-12-05,44.6,44.9,43.23,43.44,30112131.0,0.0,1.0,44.6,44.9,43.23,43.44,30112131.0
2017-12-06,43.14,43.72,42.67,43.45,24497550.0,0.0,1.0,43.14,43.72,42.67,43.45,24497550.0
2017-12-07,43.46,43.6,42.78,43.08,31193561.0,0.0,1.0,43.46,43.6,42.78,43.08,31193561.0
2017-12-08,43.35,43.58,43.11,43.35,22833083.0,0.0,1.0,43.35,43.58,43.11,43.35,22833083.0
2017-12-11,43.28,43.78,43.25,43.66,18840783.0,0.0,1.0,43.28,43.78,43.25,43.66,18840783.0
2017-12-12,43.47,43.62,43.08,43.33,15571482.0,0.0,1.0,43.47,43.62,43.08,43.33,15571482.0
2017-12-13,43.65,43.66,43.24,43.34,21055298.0,0.0,1.0,43.65,43.66,43.24,43.34,21055298.0
2017-12-14,43.43,43.57,43.015,43.26,18871565.0,0.0,1.0,43.43,43.57,43.015,43.26,18871565.0
2017-12-15,43.4,44.84,43.07,44.56,44377039.0,0.0,1.0,43.4,44.84,43.07,44.56,44377039.0
2017-12-18,45.15,46.35,45.04,46.26,49305190.0,0.0,1.0,45.15,46.35,45.04,46.26,49305190.0
2017-12-19,46.3,47.26,45.89,47.04,39973826.0,0.0,1.0,46.3,47.26,45.89,47.04,39973826.0
2017-12-20,47.47,47.64,46.66,47.56,39536777.0,0.0,1.0,47.47,47.64,46.66,47.56,39536777.0
2017-12-21,47.54,47.59,46.56,46.76,42113273.0,0.0,1.0,47.54,47.59,46.56,46.76,42113273.0
2017-12-22,46.33,47.02,46.02,46.7,33404280.0,0.0,1.0,46.33,47.02,46.02,46.7,33404280.0
2017-12-26,46.28,46.47,45.95,46.08,15477747.0,0.0,1.0,46.28,46.47,45.95,46.08,15477747.0
2017-12-27,46.11,46.36,46.0,46.11,12412977.0,0.0,1.0,46.11,46.36,46.0,46.11,12412977.0
2017-12-28,46.36,46.36,45.95,46.22,9279766.0,0.0,1.0,46.36,46.36,45.95,46.22,9279766.0
2017-12-29,46.21,46.49,46.09,46.16,17136416.0,0.0,1.0,46.21,46.49,46.09,46.16,17136416.0
2018-01-02,46.38,46.9,46.21,46.83,22435059.0,0.0,1.0,46.38,46.9,46.21,46.83,22435059.0
2018-01-03,45.47,46.21,43.65,45.26,113815771.0,0.0,1.0,45.47,46.21,43.65,45.26,113815771.0
2018-01-04,43.52,44.65,42.69,44.43,88431631.0,0.0,1.0,43.52,44.65,42.69,44.43,88431631.0
2018-01-05,44.43,45.15,43.9,44.74,41108418.0,0.0,1.0,44.43,45.15,43.9,44.74,41108418.0
2018-01-08,44.27,44.84,43.96,44.74,33170821.0,0.0,1.0,44.27,44.84,43.96,44.74,33170821.0
2018-01-09,44.7,44.84,43.49,43.62,43492902.0,0.0,1.0,44.7,44.84,43.49,43.62,43492902.0
2018-01-10,43.33,43.6,42.44,42.5,44059159.0,0.0,1.0,43.33,43.6,42.44,42.5,44059159.0
2018-01-11,42.8,43.58,42.45,43.41,31523034.0,0.0,1.0,42.8,43.58,42.45,43.41,31523034.0
2018-01-12,43.45,43.6,43.01,43.21,29583447.0,0.0,1.0,43.45,43.6,43.01,43.21,29583447.0
2018-01-16,43.55,43.79,42.885,43.14,37324201.0,0.0,1.0,43.55,43.79,42.885,43.14,37324201.0
2018-01-17,43.545,44.45,43.51,44.39,30000859.0,0.0,1.0,43.545,44.45,43.51,44.39,30000859.0
2018-01-18,44.4,44.735,44.17,44.48,25982209.0,0.0,1.0,44.4,44.735,44.17,44.48,25982209.0
2018-01-19,44.62,44.89,44.25,44.82,24363801.0,0.0,1.0,44.62,44.89,44.25,44.82,24363801.0
2018-01-22,44.8,45.79,44.79,45.75,26806431.0,0.0,1.0,44.8,45.79,44.79,45.75,26806431.0
2018-01-23,45.81,46.09,45.63,46.06,20130997.0,0.0,1.0,45.81,46.09,45.63,46.06,20130997.0
2018-01-24,45.9,46.13,44.96,45.5,33109340.0,0.0,1.0,45.9,46.13,44.96,45.5,33109340.0
2018-01-25,45.88,46.37,45.17,45.3,30961792.0,0.0,1.0,45.88,46.37,45.17,45.3,30961792.0
2018-01-26,48.38,50.15,48.12,50.08,84104806.0,0.0,1.0,48.38,50.15,48.12,50.08,84104806.0
2018-01-29,49.6,50.85,49.37,49.98,45008982.0,0.0,1.0,49.6,50.85,49.37,49.98,45008982.0
2018-01-30,49.48,50.06,48.74,48.79,31477243.0,0.0,1.0,49.48,50.06,48.74,48.79,31477243.0
2018-01-31,49.23,49.25,47.56,48.14,40547656.0,0.0,1.0,49.23,49.25,47.56,48.14,40547656.0
2018-02-01,47.695,48.47,47.45,47.65,28449942.0,0.0,1.0,47.695,48.47,47.45,47.65,28449942.0
2018-02-02,47.32,47.79,46.1,46.15,27496966.0,0.0,1.0,47.32,47.79,46.1,46.15,27496966.0
2018-02-05,46.35,47.26,44.58,44.88,40695643.0,0.0,1.0,46.35,47.26,44.58,44.88,40695643.0
2018-02-06,44.02,44.93,43.0302,44.91,56592105.0,0.0,1.0,44.02,44.93,43.0302,44.91,56592105.0
2018-02-07,44.58,46.3,44.34,45.2,37012974.0,0.0,1.0,44.58,46.3,44.34,45.2,37012974.0
2018-02-08,45.28,45.42,42.74,42.75,38595511.0,0.0,1.0,45.28,45.42,42.74,42.75,38595511.0
2018-02-09,43.5,44.28,42.04,43.87,43130385.0,0.0,1.0,43.5,44.28,42.04,43.87,43130385.0
2018-02-12,44.15,45.16,44.09,44.83,27821903.0,0.0,1.0,44.15,45.16,44.09,44.83,27821903.0
2018-02-13,44.59,44.775,44.255,44.46,19192378.0,0.0,1.0,44.59,44.775,44.255,44.46,19192378.0
2018-02-14,44.07,45.51,44.04,45.38,19511201.0,0.0,1.0,44.07,45.51,44.04,45.38,19511201.0
2018-02-15,45.88,45.99,44.95,45.92,21948450.0,0.0,1.0,45.88,45.99,44.95,45.92,21948450.0
2018-02-16,45.815,46.59,45.51,45.56,21133346.0,0.0,1.0,45.815,46.59,45.51,45.56,21133346.0
2018-02-20,45.46,46.71,45.39,46.32,25140384.0,0.0,1.0,45.46,46.71,45.39,46.32,25140384.0
2018-02-21,46.67,47.06,45.92,45.94,26160344.0,0.0,1.0,46.67,47.06,45.92,45.94,26160344.0
2018-02-22,46.14,46.56,45.62,45.8,16447235.0,0.0,1.0,46.14,46.56,45.62,45.8,16447235.0
2018-02-23,46.34,47.79,46.305,47.73,25243762.0,0.0,1.0,46.34,47.79,46.305,47.73,25243762.0
2018-02-26,48.2,49.13,48.1,49.11,25774143.0,0.0,1.0,48.2,49.13,48.1,49.11,25774143.0
2018-02-27,49.37,50.9,49.31,49.91,42654658.0,0.0,1.0,49.37,50.9,49.31,49.91,42654658.0
2018-02-28,50.18,50.34,49.28,49.29,33888511.0,0.0,1.0,50.18,50.34,49.28,49.29,33888511.0
2018-03-01,49.5,49.715,47.47,47.84,36326639.0,0.0,1.0,49.5,49.715,47.47,47.84,36326639.0
2018-03-02,47.2,49.05,46.96,48.98,33310592.0,0.0,1.0,47.2,49.05,46.96,48.98,33310592.0
2018-03-05,48.57,49.795,48.041,49.75,30826521.0,0.0,1.0,48.57,49.795,48.041,49.75,30826521.0
2018-03-06,50.16,51.33,50.15,50.71,39132300.0,0.0,1.0,50.16,51.33,50.15,50.71,39132300.0
2018-03-07,50.18,51.485,50.1,51.32,31801943.0,0.0,1.0,50.18,51.485,50.1,51.32,31801943.0
2018-03-08,51.79,52.08,50.47,50.74,28132301.0,0.0,1.0,51.79,52.08,50.47,50.74,28132301.0
2018-03-09,51.27,52.3,51.0,52.19,30943178.0,0.0,1.0,51.27,52.3,51.0,52.19,30943178.0
2018-03-12,51.86,51.95,50.5,51.52,31475368.0,0.0,1.0,51.86,51.95,50.5,51.52,31475368.0
2018-03-13,52.52,53.78,51.39,51.78,44646094.0,0.0,1.0,52.52,53.78,51.39,51.78,44646094.0
2018-03-14,52.06,52.175,51.31,51.86,24049899.0,0.0,1.0,52.06,52.175,51.31,51.86,24049899.0
2018-03-15,52.23,52.3,50.88,50.88,24474918.0,0.0,1.0,52.23,52.3,50.88,50.88,24474918.0
2018-03-16,51.17,51.7,50.99,51.17,38948825.0,0.0,1.0,51.17,51.7,50.99,51.17,38948825.0
2018-03-19,50.74,51.23,49.93,50.83,27562085.0,0.0,1.0,50.74,51.23,49.93,50.83,27562085.0
2018-03-20,50.88,51.81,50.85,51.55,21674287.0,0.0,1.0,50.88,51.81,50.85,51.55,21674287.0
2018-03-21,51.55,52.17,51.17,51.56,22984769.0,0.0,1.0,51.55,52.17,51.17,51.56,22984769.0
2018-03-22,50.74,51.96,50.6,50.83,30650151.0,0.0,1.0,50.74,51.96,50.6,50.83,30650151.0
2018-03-23,50.59,50.99,49.36,49.36,36741700.0,0.0,1.0,50.59,50.99,49.36,49.36,36741700.0
2018-03-26,50.74,52.49,50.32,52.48,37527480.0,0.0,1.0,50.74,52.49,50.32,52.48,37527480.0
2018-03-27,53.01,53.25,50.78,51.19,37076576.0,0.0,1.0,53.01,53.25,50.78,51.19,37076576.0
